"id","title","published_at","url","description","like_count","channel_id","channel_title","channel_url","channel_description","be_excluded"
"yfD_uB-NcWI","【CM】コスプレイヤー動画の宣伝【パズドラニット】","2018-06-27 03:30:44 UTC","https://www.youtube.com/watch?v=yfD_uB-NcWI","どうも。パズドラニットです。

この動画はコスプレイヤー動画の宣伝です。","2","UCoG9XVJWANwVyAcY1OIGP7A","パズドラニット","https://www.youtube.com/channel/UCoG9XVJWANwVyAcY1OIGP7A","コスプレイヤーカメラマン
Sony α7R III ILCE-7RM3(メイン)
レンズ　SEL24105G,SELP18105G,SEL50F18
Sony Cyber-shot DSC-HX60V(サブ)

ゲームプレイ動画配信者(ゲーム実況者ではない)
趣味YouTuber

ゲーム実況は、ゆっくり実況をやれたら入れる程度。
声入れとか顔出しとかはしません。

カメラ　約60万円。
パズドラ課金額　38万円。
星ドラ課金額　　　68万円。

現在は星ドラ、コスプレイヤー動画がメインになってます。
気まぐれで色々なゲームをやったりします。
気に入った動画がありましたら、じゃんじゃん再生リストに入れて下さい。
チャンネル登録お願いします。

pazdranit@gmail.com","0"
"FD_bH3ZR0UQ","【CM動画公開中】弘前駅ビルアプリーズ・青森駅ビル ラビナ　サマーバーゲン","2018-06-27 03:06:08 UTC","https://www.youtube.com/watch?v=FD_bH3ZR0UQ","キラメキ、ミツカル１０日間。
弘前駅ビルアプリーズ・青森駅ビル ラビナ　サマーバーゲン開催。

●Webチラシ
http://www.jre-abc.com/wp/web-chirashi/
（準備出来次第掲載）

●弘前駅ビルアプリーズ公式インスタグラム
https://www.instagram.com/abc_appliese/?hl=ja","0","UC5pvbar6ZGnwQQtHDqFfQJQ","アプリーズ弘前駅ビル","https://www.youtube.com/channel/UC5pvbar6ZGnwQQtHDqFfQJQ","","0"
"_fiXhFlP34s","【CM動画公開中】青森駅ビル ラビナ・弘前駅ビルアプリーズ　サマーバーゲン","2018-06-27 02:46:22 UTC","https://www.youtube.com/watch?v=_fiXhFlP34s","キラメキ、ミツカル１０日間。
青森駅ビル ラビナ・弘前駅ビルアプリーズ　サマーバーゲン開催。

●Webチラシ
http://www.jre-abc.com/wp/web-chirashi/
（準備出来次第掲載）

●青森駅ビル ラビナ公式インスタグラム
https://www.instagram.com/abc_lovina/?hl=ja","0","UC16V-oTVldRcrRz7e0ewH8g","(青森駅ビル ラビナ)LOVINA","https://www.youtube.com/channel/UC16V-oTVldRcrRz7e0ewH8g","","0"
"8EvAkT9q_h0","ハウステック　Felite（フェリテ）CM","2018-06-27 02:03:24 UTC","https://www.youtube.com/watch?v=8EvAkT9q_h0","株式会社ハウステックのシステムバス Felite（フェリテ）のCM動画です。

商品のご確認はお近くのハウステックショールームへ！ 
http://www.housetec.co.jp/showroom/","3","UCR5eg3J75MhU4Mytz774Tbg","株式会社ハウステック","https://www.youtube.com/channel/UCR5eg3J75MhU4Mytz774Tbg","","0"
"2TThsKUG8IE","TVアニメ『宇宙戦艦ティラミス』Blu-ray&DVD発売中CM（30秒）","2018-06-27 01:00:00 UTC","https://www.youtube.com/watch?v=2TThsKUG8IE","TVアニメ『宇宙戦艦ティラミス』のBlu-ray&DVDが好評発売中！
地球限定特典として、豪華キャスト出演のイベント優先申込券やスペシャルCDが付いてくる！
さらに、ここでしか観られない未放送アニメも収録！

『宇宙戦艦ティラミス』Blu-ray・DVD

■発売日
　【上巻】2018年6月27日（水）
■価格
　Blu-ray,DVD 各8,900円（税別）
■収録内容
　第1話～第6話＋未放送アニメ2話＋映像特典
■地球限定特典
①キャスト出演イベント優先抽選応募券〔9/29（土） ニッショーホール昼の部〕
②佐藤裕書き下ろしスペシャルドラマCD
コズミック☆ミツオカの銀河☆ぎんぎん☆ラジオ
～【本日のゲスト】スバル・イチノセ少尉～
〔出演：石川界人、諏訪部順一〕
■毎回特典
①宮川サトシ描き下ろしジャケット
②伊藤亰描き下ろし三方背ケース
③ピクチャーレーベル
④映像特典：ノンクレジットOP
⑤特製ブックレット（8P）

＜キャスト出演イベント＞
上下巻の地球限定特典にキャスト出演イベント優先抽選応募券が封入！
上巻は昼の部、下巻は夜の部が申し込めます！
開催日： 2018 年9月29 日（土）
場　所：ニッショーホール
時　間：昼の部／夜の部
出　演：石川界人、櫻井孝宏、諏訪部順一、江口拓也、中田譲治



地球は青かった。兄弟（ふたり）はアホだった。

宇宙暦0156年、地球連邦と敵対する【メトゥスの民】との抗争は激化していた。
戦局を打開すべく、戦場に送り込まれたのは、地球連邦軍の若き天才エースパイロットスバル・イチノセ。
彼が戦うのは、実の兄でもある【メトゥスの民】幹部のイスズ・イチノセなのであった――。
いま、宇宙一アホな兄弟ゲンカが始まろうとしている！

【配信】
ひかりTV他各配信サイトにて配信中！

【スタッフ】
原案：宮川サトシ 伊藤亰（新潮社「くらげバンチ」連載）
監督：博史池畠
シリーズ構成：佐藤裕
キャラクターデザイン・総作画監督：横山愛
メカデザイン：杉村友和
美術監督：畠山佑貴/若松栄司
色彩設計：歌川律子
モニターグラフィックス：南條楊輔
３DCGディレクター：白井賢一
撮影監督：林コージロー
編集：廣瀬清志
音楽：石毛駿平
音楽制作：日本コロムビア
音響監督：郷文裕貴
音響制作：スタジオマウス
アニメーション制作：GONZO

【キャスト】
スバル・イチノセ：石川界人
イスズ・イチノセ：櫻井孝宏
ヴォルガー・ハマー：諏訪部順一
スバルB ：江口拓也
ヴェンチュリー・ルロワ：土師孝也
リージュ・ルロワ：遠藤綾
シゲルコ・ホンダ：新井里美
陰毛：中田譲治
パッカー：桃井はるこ
ナレーション：大塚明夫

アニメＨＰ：http://tiramisu-anime.com
アニメ公式Twitter：tiramisu_anime
アニメ公式ツイッターハッシュタグ：#tiramisu

©宮川サトシ 伊藤亰・新潮社／「宇宙戦艦ティラミス」製作委員会","7","UCksojAe3d3aHJHt1Wgjn0jA","Anime Channel by フリュー","https://www.youtube.com/channel/UCksojAe3d3aHJHt1Wgjn0jA","フリュー株式会社 ソーシャルメディアポリシー
http://www.furyu.jp/socialmedia.html","0"
"Yb3ksyZh_Eo","【ヘルメット固定】シマノCM-2000のテスト動画（ロードバイク後方撮影）","2018-06-26 23:27:58 UTC","https://www.youtube.com/watch?v=Yb3ksyZh_Eo","シマノスポーツカメラCM-2000の後方撮影（ヘルメットマウント）","0","UCeRNq3fiD8-w_I2Ye3ku2bA","Rockman","https://www.youtube.com/channel/UCeRNq3fiD8-w_I2Ye3ku2bA","","0"
"bWj6fGZXiKg","高畑充希、X JAPAN「紅」熱唱CMが話題「歌唱力半端ない」「上手すぎる」","2018-06-26 14:21:23 UTC","https://www.youtube.com/watch?v=bWj6fGZXiKg","【高畑充希／モデルプレス＝6月26日】女優の高畑充希がX JAPANの「紅」を熱唱するCMが話題だ。【さらに写真・動画を見る】高畑充希、X JAPAN「紅」熱唱CMが話題「半端ない歌唱力」「上手すぎる」◆高畑充希「紅」をシャウト注目を集めているのは、高畑が出演するNTTドコモの新CM「紅の空に」篇。同CMシリーズで記者役を演じている高畑が、夕暮れの港で携帯を握りしめながら「紅」を叫び歌うというもの。動画を別画面で再生する高畑の携帯の画面には、堤真一演じる“堤キャップ”へ「別れましょう。」とメッセージを送るトーク画面が映し出されており、これを受け取った堤キャップが涙を流して立ちすくむストーリーとなっている。◆高畑充希の歌唱力に絶賛の声30秒のCMのうち、25秒にわたって描かれる高畑の熱唱シーン。がなりを効かせ、感情を爆発させるように激しく歌う姿は圧巻だ。ミュージカル女優としても活躍し、歌唱力が高く評価される高畑の才能が存分に発揮されているとあって、ネット上でも放送開始後から大きな反響。「充希ちゃんの紅うますぎる」「高畑充希の歌唱力が半端ない」「すごい！かっこいい」「充希ちゃんの紅が最高すぎてCM流れるたびに見入ってしまう」と絶賛の声が上がっている。（modelpress編集部）【Not Sponsored 記事】","0","UC5AznOPlBto_wPSFO1VmxxQ","Dale Same","https://www.youtube.com/channel/UC5AznOPlBto_wPSFO1VmxxQ","","0"
"qb5NUCmnWEk","高畑充希、X JAPAN「紅」熱唱CMが話題「歌唱力半端ない」「上手すぎる」","2018-06-26 14:14:30 UTC","https://www.youtube.com/watch?v=qb5NUCmnWEk","【高畑充希／モデルプレス＝6月26日】女優の高畑充希がX JAPANの「紅」を熱唱するCMが話題だ。 （写真 : 高畑充希 （C）モデルプレス） 【さらに写真・動画を見る】高畑充希、X JAPAN「紅」熱唱CMが話題「半端ない歌唱力」「上手すぎる」◆高畑充希「紅」をシャウト 注目を集めているのは、高畑が出演するNTTドコモの新CM「紅の空に」篇。同CMシリーズで記者役を演じている高畑が、夕暮れの港で携帯を握りしめながら「紅」を叫び歌うというもの。 高畑の携帯の画面には、堤真一演じる“堤キャップ”へ「別れましょう。」とメッセージを送るトーク画面が映し出されており、これを受け取った堤キャップが涙を流して立ちすくむストーリーとなっている。◆高畑充希の歌唱力に絶賛の声 30秒のCMのうち、25秒にわたって描かれる高畑の熱唱シーン。がなりを効かせ、感情を爆発させるように激しく歌う姿は圧巻だ。 ミュージカル女優としても活躍し、歌唱力が高く評価される高畑の才能が存分に発揮されているとあって、ネット上でも放送開始後から大きな反響。「充希ちゃんの紅うますぎる」「高畑充希の歌唱力が半端ない」「すごい！かっこいい」「充希ちゃんの紅が最高すぎてCM流れるたびに見入ってしまう」と絶賛の声が上がっている。（modelpress編集部） 【Not Sponsored 記事】","9","UCG7T14aefdQNWnxS2bxx3Yw","Charlene J Kay","https://www.youtube.com/channel/UCG7T14aefdQNWnxS2bxx3Yw","","0"
"nGaEVPMuU0c","【高畑充希】cmで歌う紅が激ウマなのは理由があった！それは...","2018-06-26 13:02:37 UTC","https://www.youtube.com/watch?v=nGaEVPMuU0c","★チャンネル登録してね♪
https://www.youtube.com/channel/UC2ZEQa20KW5_uI5JQyoLjPA/videos?disable_polymer=1

★オススメ動画
「紅の空に」篇
https://youtu.be/TW0gnmWaIA4
高畑充希、X JAPAN「紅」熱唱CMが話題「歌唱力半端ない」「上手すぎる」
https://youtu.be/qb5NUCmnWEk
高畑充希「紅」熱唱に「まじ歌うま...」　ドコモCMで絶唱シャウト披露
https://youtu.be/dnxUAAK-SF0

映画『娼年』松坂桃季の裸にRaMu大興奮！
https://youtu.be/1EowpX8qzZA

夫婦の●ックス　どうやって始めてる？
https://youtu.be/Z0BhF4k_wk8

三浦大知 / Hang In There
https://youtu.be/HgRQW7B06G4
DIVE! / 三浦大知　2018.03.17
https://youtu.be/8FD6yb6hVag

辻希美　最新instagram story　20180106
https://youtu.be/Cc3bdKNYlEM
【炎上】辻希美、ブログにヤバイ現場が写りこむｗｗｗｗｗｗ（画像あり）
https://youtu.be/IzaP1-aKiEU

ダウンタウンDX 健太郎出演！
https://youtu.be/KUzcoYzHWF4
アシガール PV 若君様と唯
https://youtu.be/2Eb4SX8I9Qc
健太郎の若君様集め 番外編小平太集め by ashigirl アシガール
https://youtu.be/0NaEzJ32wgM
健太郎の若君様集め 若君様平成にキター!SP編by ashigirlアシガール
https://youtu.be/tqLUn5Fdiqs
健太郎の若君様集め！ もう一度 ㉘ by ashigirl アシガール
https://youtu.be/gzhWW7nO7Ps

”娼夫”松坂桃李をとりまくキャスト一斉発表＜娼年＞
https://youtu.be/l0KVS8vWgJY
松坂桃李、再び”娼夫”に　主演舞台「娼年」を映画化-モデルプレス-今日のニュース
https://youtu.be/dmy3Z2iTej8
松坂桃李と高岡早紀の舞台『娼年』。一糸まとわぬベッドシーンがヤバい!評論家まで興奮!! 裏情報スキャンダルTV芸能ゴシップ
https://youtu.be/WMA-0ITGTuQ
松坂桃李が“童貞”から1日半で“娼夫”へ、「娼年」の過酷な撮影を振り返る......
https://youtu.be/RJzCxcWrPf0

【衝撃】認知症の発症に年齢は関係ない！若年性認知症の真実。危ない１０の前兆と対処法
https://youtu.be/HVkB8lVF9XI
【衝撃】認知症には実は前兆があった！この症状が出たら要注意！！必ず見るべき７つのチェックポイント
https://youtu.be/sXgPIP_tq74
5-9. 糖尿病と足の病気【糖尿病3分間ラーニング】
https://youtu.be/wvVuZ5zq6Vs
【認知症テスト】もしかしたら認知症？ADHD？注意力が心配な人だけが挑戦する前頭葉機能テスト（TMT)
https://youtu.be/3FQ6M8baslM
認知症の妻との暮らしは宇宙人と暮らしているよう｜老老介護の夫と妻
 https://youtu.be/CgkNStwnHrs
【皇室ニュース】高円宮絢子さまご婚約 申し分のないお相手
https://youtu.be/qjhB75oHaU4
小室圭さん3年.米国留学!!【留学費用は…税金？】眞子さまとの結婚は…破談？　弁護士資格取得を目指す…【ネットの反応】
https://youtu.be/zjR3GPQa6LQ
【高円宮】三女・絢子さま結婚相手“守谷慧さん”実は両親の「経歴」もヤバイ！？『どこかのけいさんの親とは格が違う』
https://youtu.be/SmM0j0Wbivs

7月16日からのAmazonプライムデーで僕が狙ってるもの！
https://www.youtube.com/watch?v=_l35fB60I_g
Amazon プライムデー 年に一度のビッグセール！ｷﾀ━━━━(ﾟ∀ﾟ)━━━━!!
https://www.youtube.com/watch?v=fYlD7TDEGL8
♯708 アマゾンプライムデーだよ！【Dead by Daylight】
https://www.youtube.com/watch?v=-kUzlvn-WTw
Amazonプライムビデオが最強な５つの理由／そしてアップルは動画配信をどうするのか
https://www.youtube.com/watch?v=9VtE_7yCzmM
【セール情報】いよいよ始まりましたAmazonプライムデー!Amazonデバイスの価格チェック
https://www.youtube.com/watch?v=NJToh7G2xcw
♯707 アマゾンプライムデーだよ！【Dead by Daylight】
https://www.youtube.com/watch?v=2OF3iQToUT4
ASUSノートPCVivoBookがプライムデーに登場！
https://www.youtube.com/watch?v=oE0SRqN3Zh0
【速報】ECHO dotが2,980円！【Amazonプライムデー】※7月17日まで
https://www.youtube.com/watch?v=GWp1BogCORw
ポチる。アマゾンプライムDayがキター！
https://www.youtube.com/watch?v=dlzajxw3cNc
Amazonプライム・ビデオ　〜実質無料で映画見放題だけど、どの端末で観るのがいいのか?
https://www.youtube.com/watch?v=R0ZnwWYS5r0
『ドキュメンタル・シーズン３』 番組説明 | Amazon プライム・ビデオ （5min）
https://www.youtube.com/watch?v=2EQ047uppP8
【おすすめ紹介】Amazonプライムデー2018でこれ買いました！
https://www.youtube.com/watch?v=KDNT2k_LKcQ
【速報】fireタブレット全モデル大幅値下げ！【Amazonプライムデー】
https://www.youtube.com/watch?v=MHYWJitqbJY
【速報！】プライムデーは激安スマホが狙い目！
https://www.youtube.com/watch?v=P5Rs3HuhUew
Amazonプライム会員の特典すべてを紹介 AmazonPrimeのメリット
https://www.youtube.com/watch?v=f0TI5thVkR4
新しくなったよ！アマゾンプライム会員ならFire TV Stickがオススメ
https://www.youtube.com/watch?v=hw2jlCr-pw0
[ amazonプライムデー ] せっかくだから欲しいものが安くなってないか探してみた
https://www.youtube.com/watch?v=-ERHw7BKaDM
【検証】Amazon Prime Now は本当に１時間以内で届くのか？確かめてみた。
https://www.youtube.com/watch?v=9SOcUuUVC0w
【速報】fire TV Stickが超特価！【Amazonプライムデー】7月17日まで
https://www.youtube.com/watch?v=0FCxKnr7wCY
Amazonプライム半端ないって!…2018年プライムデーが間もなく始まる！
https://www.youtube.com/watch?v=G3V9bPyFW40

サッカー柴崎岳が結婚！突然の発表で４万の○○が殺到しＳＮＳが大混乱！【日本代表 ロシアワールドカップ】
https://www.youtube.com/watch?v=BSrgOjluri8
柴崎岳 ワールドクラスの神対応 地元青森に凱旋 Gaku Shibasaki is back in Aomori.
https://www.youtube.com/watch?v=cEAlDY21PxI
明石家さんま、柴崎岳・真野恵里菜の秒読み報道を受け芸能人の結婚離婚を語る。
https://www.youtube.com/watch?v=-V18nfiRAok
【祝  柴崎岳と真野恵里菜 今日にも婚姻届 交際はスペイン移籍後からスタート】
https://www.youtube.com/watch?v=gBOjuPHHJt8
【ライブ配信】柴崎岳選手ふるさと野辺地町帰郷
https://www.youtube.com/watch?v=oYonwXCucRY
サッカー日本代表の柴崎岳選手が女優の真野恵里菜と結婚！
https://www.youtube.com/watch?v=Vd4VJMofn3k
真野恵里菜、柴崎岳との結婚秒読み。ハロプロの後輩つばきファクトリーの取材に突撃した話も少し
https://www.youtube.com/watch?v=8vvNSN-dMZE
【天才少年】柴崎岳伝説【先輩をビンタ】
https://www.youtube.com/watch?v=RVW_wsWc4gA
柴崎岳　地元青森に凱旋！
https://www.youtube.com/watch?v=uC_3SK0EYw4
柴崎岳「最高の選手だった」アラベス戦タッチ集 Gaku Shibasaki 07/04/2018
https://www.youtube.com/watch?v=l7EGYPhMZQQ
”日本チームの頭脳”柴崎岳を世界中が注目！
https://www.youtube.com/watch?v=OMGkySPPD8U
真野恵里菜＆柴崎岳　今夏結婚か？各紙躍起になっている　ハロプロの子は見る目ある
https://www.youtube.com/watch?v=nIPdXoopC60
ヘタフェ 柴崎岳 (25) スペイン挑戦から1年
https://www.youtube.com/watch?v=-V8tq6azzeo
【世界が注目】柴崎岳【泣き虫だった】
https://www.youtube.com/watch?v=yuquxzusCXU
主張しない司令塔　柴崎岳
https://www.youtube.com/watch?v=K8RLM90ZlUc
サッカー日本代表柴崎岳と結婚する真野恵里菜のハロプロ時代がガチでヤバい…芸能ニュース
https://www.youtube.com/watch?v=RZ6j6oBYXXA
【TOP10 PLAYS】鹿島時代もやはり凄かった！柴崎岳Ｊリーグ時代のプレー編
https://www.youtube.com/watch?v=BCIF2TtkGTs
真野恵里菜＆柴崎岳　今週中に結婚へ　女優業はセーブする。　渡欧？
https://www.youtube.com/watch?v=gzHStnywt6M
レアルマドリードＶＳ鹿島アントラーズ ハイライト柴崎岳特集！
https://www.youtube.com/watch?v=JRBxvpIVgog
柴崎岳選手が地元・野辺地町に凱旋／青森(2018/07/13)
https://www.youtube.com/watch?v=FR2LQfCDRPk","0","UC2ZEQa20KW5_uI5JQyoLjPA","これ、気になるよね","https://www.youtube.com/channel/UC2ZEQa20KW5_uI5JQyoLjPA","","0"
"d0yoRANs1P0","ＣＭの真似やってみた　ヨンシン","2018-06-26 11:01:50 UTC","https://www.youtube.com/watch?v=d0yoRANs1P0","毎日20時に動画更新しています！
チャンネル登録宜しくお願いします★
通知が来た方へはこちらもチャンネル登録させて頂いております＾＾

プロレスリングシバター　オープニングをコード付弾き語りした。
https://www.youtube.com/watch?v=L3EVO...


《再生リスト一覧》
★いやっふーゲームズ★
https://www.youtube.com/playlist?list=PLVwz6lS2ROYgpC_Wd3LB0MXknXF_UcE4D
★全国夜景★
全国の夜景を不定期でアップしてます＾＾
https://www.youtube.com/playlist?list=PLVwz6lS2ROYgzQdjm_29ah36BhxQ2YP0M

★ＤＩＹ、モノづくり★
https://www.youtube.com/playlist?list=PLVwz6lS2ROYh8PDMtg17DBOwKE-sMtkxz

★ドキュメンタリー＆取材★
https://www.youtube.com/playlist?list=PLVwz6lS2ROYgKX2BVOPCIMJtW57yDrBQ5

★挑戦！料理＆スイーツ★
https://www.youtube.com/playlist?list=PLVwz6lS2ROYivLzJiO7CYxgVopC1ES0p-

★実験＆検証★
https://www.youtube.com/playlist?list=PLVwz6lS2ROYhBsJ4o0nqkVoQQY9GXbmH3


《弾き語り＆ミュージック》

★手話歌＆弾き語り　さちよんプロジェクト★
https://www.youtube.com/playlist?list=PLVwz6lS2ROYji39IcYznvEfWNCVbsAmGd

https://www.youtube.com/playlist?list=PLVwz6lS2ROYhabeczt-ZhaZqOIL_cdS7H

★コラボレーション★
https://www.youtube.com/playlist?list=PLVwz6lS2ROYiL15jBwAsXi6s4PaUntvQu

★ライブバー★
https://www.youtube.com/playlist?list=PLVwz6lS2ROYiNShRIuosLizvLcYuZpimX

★一人ロック★
https://www.youtube.com/playlist?list=PLVwz6lS2ROYjS500NC_im2ope-NCilmwF

★野外ライブ★
https://www.youtube.com/playlist?list=PLVwz6lS2ROYiIcVoa806wnpIpGxi8MFqr

★ライブ動画★
https://www.youtube.com/playlist?list=PLVwz6lS2ROYjadM6Fe8kKNNMf3WKZRfgM

★オリジナル★
https://www.youtube.com/playlist?list=PLVwz6lS2ROYiCy9IxJILUhLxjKgf14ksG


レコチョク配信！
母ちゃんへありがとう。
その他配信サイト、海外配信もされます(^^)/
http://recochoku.jp/song/S1003476208/

ＦＭラジオレギュラー出演中、関西のｼﾝｶﾞｰｿﾝｸﾞﾗｲﾀｰです(’-’*)♪
Twitter    @yongshin91
１７公式ライバー　yongshin91

★注目！★
シンガーソングライターヨンシンと、ミュージシャン溶接兄弟の物語です。

★ドキュメント★
溶接兄弟　https://www.youtube.com/watch?v=t6UHv...


☆さちよんプロジェクト☆
サチヨンムービー　https://www.youtube.com/watch?v=CWlHh...
ラスタホール　https://www.youtube.com/watch?v=3snOE...
北千里　　　　https://www.youtube.com/watch?v=mVeVL...
伊丹ダバダハナミズキ　https://www.youtube.com/watch?v=u71po...

★ヨンシン★
ワンマンライブ『田中はんへありがとう』https://www.youtube.com/watch?v=DMEbm...","","UCa54-6jPVOatKrL5RNeaMbA","yongshinヨンシン","https://www.youtube.com/channel/UCa54-6jPVOatKrL5RNeaMbA","全国4局FMラジオレギュラー出演中
音楽、実験、モノづくり、バラエティ、ドキュメント、ゲームを動画の再生リスト分けしています☆

好きなジャンルを選んでご視聴頂けますと幸いです☆
チャンネル登録も宜しくお願いします(^^)




Twitter   @yongshin91","0"
"PKn-HYboZbw","人権啓発CM「その動画、大丈夫？」","2018-06-26 09:51:04 UTC","https://www.youtube.com/watch?v=PKn-HYboZbw","若者発！人権啓発映像コンテンツ発信事業　平成２９年度優秀賞受賞作品
制作者：徳島県立城北高等学校２０１HR　作品課題：インターネット","","UCmYNUoMI-QeohqbaJJco8Ng","徳島県チャンネル","https://www.youtube.com/channel/UCmYNUoMI-QeohqbaJJco8Ng","徳島県の広報チャンネルです。
徳島県のホットな番組をどうぞご覧ください。","0"
"Y6D_djFvqgA","Smels Like Toilet spit（CM)","2018-06-26 07:36:57 UTC","https://www.youtube.com/watch?v=Y6D_djFvqgA","http://cocolo-bland.com/topics//000146.html
beat by FULLMATIC.  shoot by El Curi-Nho. edit by HARA-Q.
 店頭6月30日（土）13時開店からご購入金額に関係なくCOCOLO BLAND店頭/COCOLO BLANDオンラインストアにてお買い上げいただいたお客様に『オリジナルトイレットペーパー』を1ロールプレゼントしまス！","35","UC23Yno6Z4knOnvi9Gg7G-lw","COCOLOSTUDIO","https://www.youtube.com/channel/UC23Yno6Z4knOnvi9Gg7G-lw","","0"
"dnxUAAK-SF0","高畑充希「紅」熱唱に「まじ歌うま...」　ドコモCMで絶唱シャウト披露","2018-06-26 04:03:43 UTC","https://www.youtube.com/watch?v=dnxUAAK-SF0","NTTドコモが、2018年6月25日に公式YouTubeチャンネルで1本のCM動画を公開した。 「紅の空に」篇と題したCMで、女優の高畑充希さんがX JAPANの名曲「紅」を歌っているものだ。ネットでは、高畑さんの歌唱力の高さに驚く人が多くみられた。 なぜか港で「紅」熱唱  YouTubeに公開されたCMでは、高畑さんがX JAPANの「紅」を、iPhoneを手に持ちながら港で熱唱している。iPhoneの画面ではLINEをしているようで、そこに犬のアバターが歌詞通りに口を動かしている。一通り「紅」のサビを歌い終えると、今度は俳優の堤真一さんがLINEの画面を見ている映像に移る。 「別れましょう」  との高畑さんからのメッセージの下に、先の犬のアバターから高畑さんの「アアアッッ！」というシャウトの声が聞こえるのを、堤さんが何とも言えない表情で見ている......という流れだ。  ドコモのCMでは、堤さんと高畑さんは同僚の記者として活躍している設定になっており、シリーズ化されて放送されている。17年に放送された「会長」篇と題するCMでは、高畑さんと堤さんがエレベーター内で仲睦まじくしており、高畑さんが「しん・いち・さん...！」と呼ぶシーンが描かれていることから、このあたりからCM内の2人は交際関係にあるとみられる。  J-CASTニュース編集部が18年6月26日、NTTドコモのプロモーション部担当者に取材したところ、この歌声は「高畑さん本人の声で間違いありません」という。また、テレビでの放送は「6月26日の朝からスタートしました」と説明した。 「てっきり別の人の声と......」  ネット上では歌唱力の高さに、 「高畑充希まじ歌うま、、、」 「びっくりした 上手いよ」 「女優ってすげーな」 「紅すごいかっこいい」  と、絶賛の声が相次いだ。  ほかにも、 「え、あの紅のCM、高畑充希本人が歌ってたの！？」 「上手すぎたからてっきり別の人の声と思ってた」  と、本人の声であることに驚く人もみられた。  高畑さんは大阪府出身の26歳で、05年に舞台「ピーターパン」でデビュー。13年にはNHK連続テレビ小説「ごちそうさん」に出演し、演技力が高く評価されたほか、作中で披露した「焼氷有りマスの唄」で、その歌唱力にも注目が集まったこともある。また、CDアルバム「COLOR」「PLAY LIST」を発売するなど、音楽活動も行っている。   夕焼けの港で熱唱（画像はNTTドコモの公式YouTubeチャンネルより）","25","UCNI_rt9NZrcn2v5JbABm8EA","paw patrol show","https://www.youtube.com/channel/UCNI_rt9NZrcn2v5JbABm8EA","","0"
"ChZENUQX10s","テレビCM「TBCラジオ」","2018-06-26 02:30:52 UTC","https://www.youtube.com/watch?v=ChZENUQX10s","テレビCM「TBCラジオ　近い！近い！ＴＢＣラジオ」
ゴー☆ジャス×増子アナ
ロジャー大葉×後藤アナ
増子アナ×守屋アナ
斉藤アナ×女子高生","","UCFUbielypfKRLADGekw0TnA","TBC東北放送～絆みやぎch～","https://www.youtube.com/channel/UCFUbielypfKRLADGekw0TnA","３月１１日、私たちに降りかかった現実。
愛する「まち」住み慣れた「いえ」大切な「ひと」
東日本大震災は、余りにも多くのものを奪いました。

何をどんな言葉で伝えればいいのか？
地元メディアとして、地域の一員として、私たちは自問自答しながら放送を続けました。
そんな中で、被災された皆さんがカメラやマイクの前に進んで立ち、テレビ・ラジオを自分の無事を知らせる場として活用し始めました。

その時、私たちは伝えるべき、ひとつのことに辿り着きました。
―私たちはひとりじゃない―ということ。
長い道のりにはなるけれど、その向こうにあるはずの光を目指して一緒に歩いていく。
東北・宮城の力を信じて、手を取り合って―。
ＴＢＣの復興支援キャンペーン「絆　みやぎ」には
そんな意味が込められています。","0"
"z4mLTiLQGj8","2018えびな市民まつり CM　DA PUMP  KENZOが出演！","2018-06-25 23:03:37 UTC","https://www.youtube.com/watch?v=z4mLTiLQGj8","2018えびな市民まつりにDA PUMP KENZOが出演！

夏祭り！みんなで創ろう、元気な海老名！
夏の恒例イベント、「えびな市民まつり」を今年も開催します！
今年も海老名運動公園を会場に、えびなの魅力、活力、地域力満載で実施します！
たくさんの方のご来場、お待ちしております！

◆◇◆2018えびな市民まつり◆◇◆
開催日：平成30年7月22日（日）
開催時間：11時～20時30分
※打ち上げ花火：19時40分～
開催会場：海老名運動公園

【2018えびな市民まつりの情報はこちら】
http://www.city.ebina.kanagawa.jp/shisei/profile/aramashi/matsuri/1006882.html","5","UCMT00pPHbCbETlGvQpAsQgQ","海老名市シティプロモーション課","https://www.youtube.com/channel/UCMT00pPHbCbETlGvQpAsQgQ","","0"
