"id","title","published_at","url","description","view_count","like_count","channel_id","channel_title","channel_url","channel_description","be_excluded"
"8WOPNYwTZNM","【玉木宏】木南晴夏キスドラマ歌ウォーターボーイズcm","2018-06-21 13:50:38 UTC","https://www.youtube.com/watch?v=8WOPNYwTZNM","★チャンネル登録してね♪
https://www.youtube.com/channel/UC2ZEQa20KW5_uI5JQyoLjPA/videos?disable_polymer=1

★オススメ動画
「紅の空に」篇
https://youtu.be/TW0gnmWaIA4
高畑充希、X JAPAN「紅」熱唱CMが話題「歌唱力半端ない」「上手すぎる」
https://youtu.be/qb5NUCmnWEk
高畑充希「紅」熱唱に「まじ歌うま...」　ドコモCMで絶唱シャウト披露
https://youtu.be/dnxUAAK-SF0

映画『娼年』松坂桃季の裸にRaMu大興奮！
https://youtu.be/1EowpX8qzZA

夫婦の●ックス　どうやって始めてる？
https://youtu.be/Z0BhF4k_wk8

三浦大知 / Hang In There
https://youtu.be/HgRQW7B06G4
DIVE! / 三浦大知　2018.03.17
https://youtu.be/8FD6yb6hVag

辻希美　最新instagram story　20180106
https://youtu.be/Cc3bdKNYlEM
【炎上】辻希美、ブログにヤバイ現場が写りこむｗｗｗｗｗｗ（画像あり）
https://youtu.be/IzaP1-aKiEU

ダウンタウンDX 健太郎出演！
https://youtu.be/KUzcoYzHWF4
アシガール PV 若君様と唯
https://youtu.be/2Eb4SX8I9Qc
健太郎の若君様集め 番外編小平太集め by ashigirl アシガール
https://youtu.be/0NaEzJ32wgM
健太郎の若君様集め 若君様平成にキター!SP編by ashigirlアシガール
https://youtu.be/tqLUn5Fdiqs
健太郎の若君様集め！ もう一度 ㉘ by ashigirl アシガール
https://youtu.be/gzhWW7nO7Ps

”娼夫”松坂桃李をとりまくキャスト一斉発表＜娼年＞
https://youtu.be/l0KVS8vWgJY
松坂桃李、再び”娼夫”に　主演舞台「娼年」を映画化-モデルプレス-今日のニュース
https://youtu.be/dmy3Z2iTej8
松坂桃李と高岡早紀の舞台『娼年』。一糸まとわぬベッドシーンがヤバい!評論家まで興奮!! 裏情報スキャンダルTV芸能ゴシップ
https://youtu.be/WMA-0ITGTuQ
松坂桃李が“童貞”から1日半で“娼夫”へ、「娼年」の過酷な撮影を振り返る......
https://youtu.be/RJzCxcWrPf0

【衝撃】認知症の発症に年齢は関係ない！若年性認知症の真実。危ない１０の前兆と対処法
https://youtu.be/HVkB8lVF9XI
【衝撃】認知症には実は前兆があった！この症状が出たら要注意！！必ず見るべき７つのチェックポイント
https://youtu.be/sXgPIP_tq74
5-9. 糖尿病と足の病気【糖尿病3分間ラーニング】
https://youtu.be/wvVuZ5zq6Vs
【認知症テスト】もしかしたら認知症？ADHD？注意力が心配な人だけが挑戦する前頭葉機能テスト（TMT)
https://youtu.be/3FQ6M8baslM
認知症の妻との暮らしは宇宙人と暮らしているよう｜老老介護の夫と妻
 https://youtu.be/CgkNStwnHrs
【皇室ニュース】高円宮絢子さまご婚約 申し分のないお相手
https://youtu.be/qjhB75oHaU4
小室圭さん3年.米国留学!!【留学費用は…税金？】眞子さまとの結婚は…破談？　弁護士資格取得を目指す…【ネットの反応】
https://youtu.be/zjR3GPQa6LQ
【高円宮】三女・絢子さま結婚相手“守谷慧さん”実は両親の「経歴」もヤバイ！？『どこかのけいさんの親とは格が違う』
https://youtu.be/SmM0j0Wbivs

AmazonPrimeDay2018で買ったもの全部晒す【アマゾンプライムデー】
https://www.youtube.com/watch?v=ebzEMojomjs
Amazon プライムデー 年に一度のビッグセール！ｷﾀ━━━━(ﾟ∀ﾟ)━━━━!!
https://www.youtube.com/watch?v=fYlD7TDEGL8
【おすすめ紹介】Amazonプライムデー2018でこれ買いました！
https://www.youtube.com/watch?v=KDNT2k_LKcQ
Amazonプライムビデオが最強な５つの理由／そしてアップルは動画配信をどうするのか
https://www.youtube.com/watch?v=9VtE_7yCzmM
♯709 アマゾンプライムデー今日夜まで！【Dead by Daylight】
https://www.youtube.com/watch?v=a08ARrelr3k
7月16日からのAmazonプライムデーで僕が狙ってるもの！
https://www.youtube.com/watch?v=_l35fB60I_g
2018年アマゾンプライム初見攻略！🎒
https://www.youtube.com/watch?v=FCyhYTzTwsc
【速報】ECHO dotが2,980円！【Amazonプライムデー】※7月17日まで
https://www.youtube.com/watch?v=GWp1BogCORw
【速報】fireタブレット全モデル大幅値下げ！【Amazonプライムデー】
https://www.youtube.com/watch?v=MHYWJitqbJY
ポチる。アマゾンプライムDayがキター！
https://www.youtube.com/watch?v=dlzajxw3cNc
Amazonプライム・ビデオ　〜実質無料で映画見放題だけど、どの端末で観るのがいいのか?
https://www.youtube.com/watch?v=R0ZnwWYS5r0
『ドキュメンタル・シーズン３』 番組説明 | Amazon プライム・ビデオ （5min）
https://www.youtube.com/watch?v=2EQ047uppP8
【速報！】プライムデーは激安スマホが狙い目！
https://www.youtube.com/watch?v=P5Rs3HuhUew
【セール情報】いよいよ明日からAmazonプライムデー!
https://www.youtube.com/watch?v=yTnONuvpWP0
♯707 アマゾンプライムデーだよ！【Dead by Daylight】
https://www.youtube.com/watch?v=2OF3iQToUT4
新しくなったよ！アマゾンプライム会員ならFire TV Stickがオススメ
https://www.youtube.com/watch?v=hw2jlCr-pw0
Amazon Prime Day 散策ライブ
https://www.youtube.com/watch?v=DDMdxidoDtY
Amazonプライム会員の特典すべてを紹介 AmazonPrimeのメリット
https://www.youtube.com/watch?v=f0TI5thVkR4
【セール情報】いよいよ始まりましたAmazonプライムデー!Amazonデバイスの価格チェック
https://www.youtube.com/watch?v=NJToh7G2xcw
【購入】Amazonプライムデーで買ったもの！ドンキPCと底辺対決？？1台2役Windowsとandroidが両方使えるタブレットPC～Hi10 Plus
https://www.youtube.com/watch?v=H-PiTFVOCTQ

【祝  柴崎岳と真野恵里菜 今日にも婚姻届 交際はスペイン移籍後からスタート】
https://www.youtube.com/watch?v=gBOjuPHHJt8
【ライブ配信】柴崎岳選手ふるさと野辺地町帰郷
https://www.youtube.com/watch?v=oYonwXCucRY
サッカー日本代表の柴崎岳選手が女優の真野恵里菜と結婚！
https://www.youtube.com/watch?v=Vd4VJMofn3k
柴崎岳＆真野恵里菜　結婚発表 喜びの報告
https://www.youtube.com/watch?v=xo8UZFx6DyI
明石家さんま、柴崎岳・真野恵里菜の秒読み報道を受け芸能人の結婚離婚を語る。
https://www.youtube.com/watch?v=-V18nfiRAok
サッカー日本代表 これが柴崎岳の神対応！非公開での表敬訪問に地元民100人以上が殺到した結果…
https://www.youtube.com/watch?v=oqHpSbIhEDQ
サッカー選手の柴崎岳が女優の真野恵里菜との結婚報道を受けて何を語るのか？
https://www.youtube.com/watch?v=UBU9f4INs9w
真野恵里菜、柴崎岳との結婚秒読み。ハロプロの後輩つばきファクトリーの取材に突撃した話も少し
https://www.youtube.com/watch?v=8vvNSN-dMZE
”日本チームの頭脳”柴崎岳を世界中が注目！
https://www.youtube.com/watch?v=OMGkySPPD8U
ヘタフェ 柴崎岳 (25) スペイン挑戦から1年
https://www.youtube.com/watch?v=-V8tq6azzeo
柴崎岳「最高の選手だった」アラベス戦タッチ集 Gaku Shibasaki 07/04/2018
https://www.youtube.com/watch?v=l7EGYPhMZQQ
【TOP10 PLAYS】鹿島時代もやはり凄かった！柴崎岳Ｊリーグ時代のプレー編
https://www.youtube.com/watch?v=BCIF2TtkGTs
柴崎岳と結婚の真野恵里菜の“ある決意”に涙が止まらない…とんねるずの木梨憲武からコメントも！
https://www.youtube.com/watch?v=g_6WVbHkE4Q
柴崎岳 真の司令塔へ 西野ジャパンで際立つプレー集 Gaku Skills in Nishino Japan
https://www.youtube.com/watch?v=EGdBZZIsd64
真野恵里菜＆柴崎岳　今夏結婚か？各紙躍起になっている　ハロプロの子は見る目ある
https://www.youtube.com/watch?v=nIPdXoopC60
【柴崎岳 世界に通用しないといった6年前 あれから成長し初めてのW杯に臨む】
https://www.youtube.com/watch?v=ZreZp-cEjBA
【スーパーゴール】ヘタフェ 柴崎岳 バルセロナ相手にスーパーボレー
https://www.youtube.com/watch?v=Ac8Hj15esU8
柴崎岳選手が地元・野辺地町に凱旋／青森(2018/07/13)
https://www.youtube.com/watch?v=FR2LQfCDRPk
レアルマドリードＶＳ鹿島アントラーズ ハイライト柴崎岳特集！
https://www.youtube.com/watch?v=JRBxvpIVgog",29,0,"UC2ZEQa20KW5_uI5JQyoLjPA","これ、気になるよね","https://www.youtube.com/channel/UC2ZEQa20KW5_uI5JQyoLjPA",,1
"2PM4SBU7BlY","【最新CM】チキンラーメン・ぐで垣結衣が可愛すぎる…30＆15秒ver【NISSIN】2018/6/8","2018-06-08 04:00:01 UTC","https://www.youtube.com/watch?v=2PM4SBU7BlY","ぐでたまではなく、ぐで垣結衣です。ｗｗ
可愛すぎる…ｗ",20228,68,"UC3bFuv2XRiBNo5WJ0ws24Tg","Stephen・M Culture.TV","https://www.youtube.com/channel/UC3bFuv2XRiBNo5WJ0ws24Tg","2018/01/26     登録者2000Over
2017/12/19　登録者1000 Over",1
"NUfvOsr6-U0","CM KCR SUPER Words about Farmers | Rhythu Bandhu Scheme | HICC | TRS Party | News Today","2018-06-04 13:23:14 UTC","https://www.youtube.com/watch?v=NUfvOsr6-U0","CM KCR SUPER Words about Farmers. News Today is First Youtube channel which shows clean News without any controversies . News Today Upload all type of contents Related to Telugu Politics

Plz Hit Subscribe Button For More Interesting News.",298797,5295,"UC3IHRoPoCPb7OggSrZdCX-Q","News Today","https://www.youtube.com/channel/UC3IHRoPoCPb7OggSrZdCX-Q","NEWSTODAY The first-ever YouTube News channel dedicated to presenting a unique insight on the political world through candid encounters with political leaders, exclusive celebrity interviews, breaking news stories, entertainment, Bollywood Movie Reviews, Parliament Sessions, viral videos, and Bollywood events.
NEWSTODAY, the One Stop for All National, International, Sports, Entertainment, Latest Updates, Breaking News, Headlines, Filmy Content,Top Stories, Funny Compilations and many more. Stay Tuned to watch your favorite Politician Speeches, Press Meets, Debates  happening across the Globe.",1
"0FSTGqymaUg","CM | わたしの見たい！！が、あるTV。（テレビドラマ）","2018-06-19 03:17:29 UTC","https://www.youtube.com/watch?v=0FSTGqymaUg","J:COMなら、あなたの「見たい」がある！
■スペシャルサイト公開中
https://www.jcom.co.jp/promo/adlp/tv_special/",489911,,"UC3tA6zzfa1uyL0Qx0jpFZTQ","J:COM","https://www.youtube.com/channel/UC3tA6zzfa1uyL0Qx0jpFZTQ","「ケーブルテレビのJ:COM」公式YouTubeチャンネルです。
テレビCMをはじめとするサービスのご紹介、Smart J:COM Box withタブレットの操作ガイドなどをお届けします。",0
"k4ubXUwH4o0","CM | わたしの見たい！！が、あるTV。（音楽）","2018-06-19 03:18:02 UTC","https://www.youtube.com/watch?v=k4ubXUwH4o0","J:COMなら、あなたの「見たい」がある！
■スペシャルサイト公開中
https://www.jcom.co.jp/promo/adlp/tv_special/",229713,,"UC3tA6zzfa1uyL0Qx0jpFZTQ","J:COM","https://www.youtube.com/channel/UC3tA6zzfa1uyL0Qx0jpFZTQ","「ケーブルテレビのJ:COM」公式YouTubeチャンネルです。
テレビCMをはじめとするサービスのご紹介、Smart J:COM Box withタブレットの操作ガイドなどをお届けします。",0
"YDLJVcLp81I","CM | わたしの見たい！！が、あるTV。音楽短尺篇","2018-06-18 10:22:27 UTC","https://www.youtube.com/watch?v=YDLJVcLp81I","J:COMなら、あなたの「見たい」がある！
■スペシャルサイト公開中
https://www.jcom.co.jp/promo/adlp/tv_special/",3608,,"UC3tA6zzfa1uyL0Qx0jpFZTQ","J:COM","https://www.youtube.com/channel/UC3tA6zzfa1uyL0Qx0jpFZTQ","「ケーブルテレビのJ:COM」公式YouTubeチャンネルです。
テレビCMをはじめとするサービスのご紹介、Smart J:COM Box withタブレットの操作ガイドなどをお届けします。",0
"yx8kpXUYcrg","CM | わたしの見たい！！が、あるTV。海外ドラマ短尺篇","2018-06-18 10:20:59 UTC","https://www.youtube.com/watch?v=yx8kpXUYcrg","J:COMなら、あなたの「見たい」がある！
■スペシャルサイト公開中
https://www.jcom.co.jp/promo/adlp/tv_special/",2688,,"UC3tA6zzfa1uyL0Qx0jpFZTQ","J:COM","https://www.youtube.com/channel/UC3tA6zzfa1uyL0Qx0jpFZTQ","「ケーブルテレビのJ:COM」公式YouTubeチャンネルです。
テレビCMをはじめとするサービスのご紹介、Smart J:COM Box withタブレットの操作ガイドなどをお届けします。",0
"3Cg_aCKf3EQ","CM | わたしの見たい！！が、あるTV。映画短尺篇","2018-06-18 10:19:59 UTC","https://www.youtube.com/watch?v=3Cg_aCKf3EQ","J:COMなら、あなたの「見たい」がある！
■スペシャルサイト公開中
https://www.jcom.co.jp/promo/adlp/tv_special/",1503,,"UC3tA6zzfa1uyL0Qx0jpFZTQ","J:COM","https://www.youtube.com/channel/UC3tA6zzfa1uyL0Qx0jpFZTQ","「ケーブルテレビのJ:COM」公式YouTubeチャンネルです。
テレビCMをはじめとするサービスのご紹介、Smart J:COM Box withタブレットの操作ガイドなどをお届けします。",0
"x1a_9jN2hAo","Sony 59.9cm (24 inch) HD Ready LED TV","2018-06-18 16:26:44 UTC","https://www.youtube.com/watch?v=x1a_9jN2hAo","sony 59.9cm 24 inch hd ready led tv,sony 59.9cm tv price,sony 59.9cm tv features,sony 59.9cm tv review,sony 24 inch tv price,sony 24 inch tv review",58,0,"UC3WPh0m7dVCtNdht3BXFZuA","Dream View","https://www.youtube.com/channel/UC3WPh0m7dVCtNdht3BXFZuA","Wordpress Tutorials,Seo Tutorials,Technology Videos,Funny Videos,Short Films,Movies,News,Html,Css,Java Script,PhpTutorials,Pictures,Trailers,Teasers,Comedy Videos are find from Dream View Channel.",1
"Uwlhg16rfz8","UFC 225 Weigh-Ins: CM Punk vs. Mike Jackson Staredown - MMA Fighting","2018-06-08 23:56:43 UTC","https://www.youtube.com/watch?v=Uwlhg16rfz8","At UFC 225 weigh-ins, CM Punk and Mike Jackson squared off for the final time Friday evening in Chicago.

Subscribe: http://goo.gl/dYpsgH

Check out our full video catalog: http://goo.gl/u8VvLi
Visit our playlists: http://goo.gl/eFhsvM
Like MMAF on Facebook: http://goo.gl/uhdg7Z
Follow on Twitter: http://goo.gl/nOATUI
Read More: http://www.mmafighting.com

MMA Fighting is your home for exclusive interviews, live shows, and more for one of the world's fastest-growing sports. Get latest news and more here: http://www.mmafighting.com",175129,1582,"UC4f1JueVgo5t9HSmobCRPug","MMAFightingonSBN","https://www.youtube.com/channel/UC4f1JueVgo5t9HSmobCRPug","A channel dedicated to the greatest sport on the planet - mixed martial arts. 

From our live weekly shows (The MMA Hour on Mondays at 1 p.m. ET, Promotional Malpractice live chat on Wednesdays at 1 p.m. ET, The MMA Beat on Thursdays at 12 p.m. ET) to extensive coverage of the biggest events across the globe, MMA Fighting's YouTube channel has it all for the casual and hardcore fans of MMA.

Subscribe now: http://goo.gl/dYpsgH

For more great MMA content, visit our website at http://www.mmafighting.com/.

Watch THE MMA HOUR: http://bit.ly/2nCZM5B
Watch THE MMA BEAT: http://bit.ly/2n7Tfws
Watch FOCUS: http://bit.ly/1ShjoTZ
Watch MONDAY MORNING ANALYST: http://bit.ly/2nXzfR9
Watch PROMOTIONAL MALPRACTICE LIVE CHAT: http://bit.ly/2n81QPE",1
"NGZwsK6xCcA","""Cult of Personality!"" CM Punk walks out in front of his home crowd at UFC 225 in Chicago","2018-06-10 15:06:40 UTC","https://www.youtube.com/watch?v=NGZwsK6xCcA","CM Punk enters the Octagon for the second time. This time in front of his hometown crowd of Chicago...

Subscribe: http://bit.ly/17YTeL5

Twitter: http://twitter.com/btsportufc
Facebook: http://www.facebook.com/btsport
Instagram:http://instagram.com/btsport
Website: http://sport.bt.com",429593,5303,"UC4i_9WvfPRTuRWEaWyfKuFw","BT Sport","https://www.youtube.com/channel/UC4i_9WvfPRTuRWEaWyfKuFw","At the heart of sport... 

Subscribe to BT Sport's free YouTube channel and get closer to the biggest names in the world of sport.

We'll bring you goals, tries, 'How To' tutorials, amazing pieces of skill and unmissable moments from, Premier League, UFC, MotoGP, Premiership Rugby, European Football and more. 

We'll also bring you the best bits and highlights from our shows and documentaries including, Fletch and Sav, Rugby Tonight, Clare Balding Show, UFC, Football Tonight, MotoGP and BT Sport Films.
 
Subscribe now: http://po.st/btsport.",1
"coG83pZJHWw","北海商科大学 2018 TV CM 0624オープンキャンパス [公式]","2018-06-11 08:30:34 UTC","https://www.youtube.com/watch?v=coG83pZJHWw","北海商科大学 2018年度 第1回オープンキャンパスのCMです。",282,1,"UC59lL8Jqc0ShqOkOH24yaEA","学校法人北海学園北海商科大学","https://www.youtube.com/channel/UC59lL8Jqc0ShqOkOH24yaEA","北海商科大学の公式チャンネルです。サブパンフ「Motive」メイキング映像、本学紹介MOVIEや現在放映されているCM、さらには過去のCMなど様々な動画を公開しています。",0
"X2gjdJw5JCQ","ラクマ　CM　川栄李奈　連続CM 2","2018-06-05 11:16:56 UTC","https://www.youtube.com/watch?v=X2gjdJw5JCQ","しつこいくらいの　川栄李奈のダンスです　のCMです",7811,20,"UC5D65oO-SJIB9mb0ufWy-sA","nago hikan","https://www.youtube.com/channel/UC5D65oO-SJIB9mb0ufWy-sA",,1
"gPr5ba3VT4Q","「カルピスウォーター」CM 「大・告白」編 30秒 永野芽郁2018年","2018-06-04 00:50:21 UTC","https://www.youtube.com/watch?v=gPr5ba3VT4Q","“今を、みんなで、味わいたい。” 「カルピスウォーター」
「誰かに何かを届けたい想いがある」という今年のテーマを、フェンスアートという、ちょっと目を引く、仕掛けで表現しています。果たして、永野さんが届けたいメッセージとは！
テーマ曲はSHISHAMOの書き下ろしソング！　
出演者：永野芽郁（ながの めい）
曲名：ねぇ、",23425,,"UC5pQiWa6KBGcIN9zgMLUKsQ","calpiswatercm","https://www.youtube.com/channel/UC5pQiWa6KBGcIN9zgMLUKsQ","""キュン飲みしてる？""「カルピスウォーター」の公式チャンネルです。",0
"MpJdJlBOpj0","「カルピスウォーター」CM 「大・告白」編 15秒 永野芽郁2018年","2018-06-04 00:50:45 UTC","https://www.youtube.com/watch?v=MpJdJlBOpj0","“今を、みんなで、味わいたい。” 「カルピスウォーター」
「誰かに何かを届けたい想いがある」という今年のテーマを、フェンスアートという、ちょっと目を引く、仕掛けで表現しています。果たして、永野さんが届けたいメッセージとは！
テーマ曲はSHISHAMOの書き下ろしソング！　
出演者：永野芽郁（ながの めい）
曲名：ねぇ、",2826,,"UC5pQiWa6KBGcIN9zgMLUKsQ","calpiswatercm","https://www.youtube.com/channel/UC5pQiWa6KBGcIN9zgMLUKsQ","""キュン飲みしてる？""「カルピスウォーター」の公式チャンネルです。",0
"nqNHfMOMZ8I","「カルピスウォーター」CM 「大・告白」編メイキング 永野芽郁2018年","2018-06-04 00:49:51 UTC","https://www.youtube.com/watch?v=nqNHfMOMZ8I","“今を、みんなで、味わいたい。” 「カルピスウォーター」
「誰かに何かを届けたい想いがある」という今年のテーマを、フェンスアートという、ちょっと目を引く、仕掛けで表現しています。果たして、永野さんが届けたいメッセージとは！
テーマ曲はSHISHAMOの書き下ろしソング！　
出演者：永野芽郁（ながの めい）
曲名：ねぇ、",9568,,"UC5pQiWa6KBGcIN9zgMLUKsQ","calpiswatercm","https://www.youtube.com/channel/UC5pQiWa6KBGcIN9zgMLUKsQ","""キュン飲みしてる？""「カルピスウォーター」の公式チャンネルです。",1
"Z4ZFJbWboyw","ゼロマリッジCM 貯金がなくても篇","2018-06-18 07:52:09 UTC","https://www.youtube.com/watch?v=Z4ZFJbWboyw","ゼロマリッジCM 貯金がなくても篇",40,0,"UC6c7rHxuL3IJhnJJ7NDFkAw","ゼロマリッジ","https://www.youtube.com/channel/UC6c7rHxuL3IJhnJJ7NDFkAw",,0
"qhh0qwQ3sO0","X JAPAN YOSHIKI 「Japanese BEER： KIRIN CM ""YOSHIKIRIN ?!!"" 」","2018-06-08 14:10:33 UTC","https://www.youtube.com/watch?v=qhh0qwQ3sO0","X JAPAN YOSHIKI 「Japanese BEER： KIRIN CM ""YOSHIKIRIN ?!!"" 」



X JAPAN / 
YOSHIKI:Drums,Piano
Toshl:Vocal
SUGIZO:Guitar
PATA:Guitar
HEATH:Bass

HIDE:Guitar
TAIJI:Bass



■X JAPAN Official
http://www.xjapan.com/

■TOKYO 2020 パラリンピック 1000days to go 特設サイト
https://tokyo2020.jp/jp/special/1000daystogo/


YOSHIKI / X JAPAN / Toshl / hide / Sugizo / Taiji / Pata / Heath
XDAY / TEAMYOSHIKI / #XJAPANNEWALBUM / #XJAPAN / #XJAPANWEMBLEY / 楽天 / Rakuten Music / CM / VIOLET UK
Visual Japan Summit / YoshikiClassical / X / xjapan / #YOSHIKICHANNEL / cool Japan / #YOSHIKI #Toshl #X
hyde&Yoshiki #WEAREX /  / #visualjapansummit / 無敵バンド / #無敵バンド / Extasy Summit /
#Extasysummit / エクスタシーサミット / Lady's X / レディースエックス / 放送事故 /La Venus / Kiss The Sky / 新経済サミット / グラミー /#VOGUE / VOGUE / sundance / Tokyo Dome / 東京ドーム /
drum solo / ドラムソロ / cochella",4908,115,"UC6cDZY8iVkV2sglBWQvx-AQ","enterthecathedral","https://www.youtube.com/channel/UC6cDZY8iVkV2sglBWQvx-AQ",,1
"qTR5plpJi9w","TDK歴史みらい館ＣＭコンテスト 映像素材","2018-06-19 04:30:13 UTC","https://www.youtube.com/watch?v=qTR5plpJi9w","TDK歴史みらい館ＣＭコンテストの映像素材です。

秋田県にかほ市「TDK歴史みらい館」の魅力が
より多くの人に伝わる30秒の動画作品を大募集！
大賞に選ばれた作品は、AKT秋田テレビにてCM放映されます！
思わず「TDK歴史みらい館」に行ってみたくなる、
あなたからの力作をお待ちしています！

https://site.tdk.com/cm_contest",22,1,"UC6Ecfr48QaHtEOPsRJvFGTA","TDK Official Channel","https://www.youtube.com/channel/UC6Ecfr48QaHtEOPsRJvFGTA","TDK Corporationの公式サイト",1
"pBiIA3m9KU4","TDK歴史みらい館ＣＭコンテスト 映像素材","2018-06-19 04:30:01 UTC","https://www.youtube.com/watch?v=pBiIA3m9KU4","TDK歴史みらい館ＣＭコンテストの映像素材です。

秋田県にかほ市「TDK歴史みらい館」の魅力が
より多くの人に伝わる30秒の動画作品を大募集！
大賞に選ばれた作品は、AKT秋田テレビにてCM放映されます！
思わず「TDK歴史みらい館」に行ってみたくなる、
あなたからの力作をお待ちしています！

https://site.tdk.com/cm_contest",13,1,"UC6Ecfr48QaHtEOPsRJvFGTA","TDK Official Channel","https://www.youtube.com/channel/UC6Ecfr48QaHtEOPsRJvFGTA","TDK Corporationの公式サイト",1
"J2u9Lv8Kf9A","TDK歴史みらい館ＣＭコンテスト 映像素材","2018-06-19 04:29:47 UTC","https://www.youtube.com/watch?v=J2u9Lv8Kf9A","TDK歴史みらい館ＣＭコンテストの映像素材です。

秋田県にかほ市「TDK歴史みらい館」の魅力が
より多くの人に伝わる30秒の動画作品を大募集！
大賞に選ばれた作品は、AKT秋田テレビにてCM放映されます！
思わず「TDK歴史みらい館」に行ってみたくなる、
あなたからの力作をお待ちしています！

https://site.tdk.com/cm_contest",15,1,"UC6Ecfr48QaHtEOPsRJvFGTA","TDK Official Channel","https://www.youtube.com/channel/UC6Ecfr48QaHtEOPsRJvFGTA","TDK Corporationの公式サイト",1
"5XBuofaz7lA","【メイキング映像】サントリー「伊右衛門ジャスミン」Web CM","2018-06-01 12:44:07 UTC","https://www.youtube.com/watch?v=5XBuofaz7lA","DNA・上野勇希が飯伏幸太とともに出演した、サントリー「伊右衛門ジャスミン」Web CM。そのメイキング映像です。

CM本編はこちら▷https://youtu.be/gtngB_r-IQY

商品URL▷http://www.suntory.co.jp/softdrink/iyemon/green_tea/jasmine",2597,71,"UC6oCIQ4TRcIWgljXqlDFUyA","ddtofficial","https://www.youtube.com/channel/UC6oCIQ4TRcIWgljXqlDFUyA","DDTプロレス＆ユニオンプロレス、各ブランドのYouTube公式チャンネルです。試合、記者会見、煽り映像、選手インタビュー、Youtubeだけのオリジナルコンテンツ　etc　を世界中に配信していきたいと思います！",1
"REHA0jAOMcU","Woman Jailed For Arguing With Uttarakhand CM - Full Video Footage","2018-06-29 09:16:15 UTC","https://www.youtube.com/watch?v=REHA0jAOMcU","Subscribe to Times Now | Click Here ► http://goo.gl/U9ibPb

‘Download the official TIMES NOW mobile app – Give a missed call on 1800 4190 300. Stay updated, stay ahead.’

Subscribe Now To Our Network Channels :-
The NewsHour Debate : http://goo.gl/LfNgFF
ET Now : http://goo.gl/5XreUq

To Stay Updated Download the Times Now App :-
Android Google Play :  https://goo.gl/zJhWjC
Apple App Store :  https://goo.gl/d7QBQZ

Social Media Links :-
Facebook - http://goo.gl/CC7rGc
G+ -  http://goo.gl/O1iEp5
Twitter - http://goo.gl/uHYsqP
Also visit our website - http://www.timesnownews.com",783,5,"UC6RJ7-PaXg6TIH2BzZfTV7w","TIMES NOW","https://www.youtube.com/channel/UC6RJ7-PaXg6TIH2BzZfTV7w","TIMES NOW, is India's most watched general English News Channel that is devoted to providing pure and relevant news to its viewers around the clock. Always being where the news is, TIMES NOW dominates the leadership position by successfully delivering news to its viewers in a vivid and insightful manner since its launch in January, 2006. Today, TIMES NOW boasts of over 33 million urban and affluent Indian viewers every month and an ever-increasing following in 100+ countries across 5 continents.

TIMES NOW is available across all platforms in India - Analog, Digital Cable and DTH.

You can stay connected with Times Now on facebook at http://www.facebook.com/Timesnow and also follow us on twitter at http://www.twitter.com/timesnow. You can also watch our videos at http://www.youtube.com/timesnowonline.",1
"7i_ULE5iuIw","'Mughal Emperor Akbar Was Not Great', Says UP CM Yogi Adityanath","2018-06-15 04:42:14 UTC","https://www.youtube.com/watch?v=7i_ULE5iuIw","WATCH | Subramanian Swamy Vs Prakash Raj - Karnataka Elections 2018►http://bit.ly/2HWxWMX 

Subscribe to Times Now | Click Here ► http://goo.gl/U9ibPb

‘Download the official TIMES NOW mobile app – Give a missed call on 1800 4190 300. Stay updated, stay ahead.’

Subscribe Now To Our Network Channels :-
The NewsHour Debate : http://goo.gl/LfNgFF
ET Now : http://goo.gl/5XreUq

To Stay Updated Download the Times Now App :-
Android Google Play :  https://goo.gl/zJhWjC
Apple App Store :  https://goo.gl/d7QBQZ

Social Media Links :-
Facebook - http://goo.gl/CC7rGc
G+ -  http://goo.gl/O1iEp5
Twitter - http://goo.gl/uHYsqP
Also visit our website - http://www.timesnownews.com",4990,163,"UC6RJ7-PaXg6TIH2BzZfTV7w","TIMES NOW","https://www.youtube.com/channel/UC6RJ7-PaXg6TIH2BzZfTV7w","TIMES NOW, is India's most watched general English News Channel that is devoted to providing pure and relevant news to its viewers around the clock. Always being where the news is, TIMES NOW dominates the leadership position by successfully delivering news to its viewers in a vivid and insightful manner since its launch in January, 2006. Today, TIMES NOW boasts of over 33 million urban and affluent Indian viewers every month and an ever-increasing following in 100+ countries across 5 continents.

TIMES NOW is available across all platforms in India - Analog, Digital Cable and DTH.

You can stay connected with Times Now on facebook at http://www.facebook.com/Timesnow and also follow us on twitter at http://www.twitter.com/timesnow. You can also watch our videos at http://www.youtube.com/timesnowonline.",1
"TcJY7sD-M6g","【公式】上越市立水族博物館うみがたり 2018年 夏CM","2018-06-28 02:02:17 UTC","https://www.youtube.com/watch?v=TcJY7sD-M6g","海と人との新しい物語がはじまります。あなたはきっと、海の不思議に夢中になる。きっと、見たことのない美しさに心をうばわれる。きっと、上越の海とまちをもっと好きになる。訪れる人の数だけ物語が生まれる場所。それが、うみがたり。

■公式サイト
http://www.umigatari.jp/joetsu/",9763,9,"UC6RTXxOopfCFOiJ6_YQnfYg","うみがたり上越市立水族博物館","https://www.youtube.com/channel/UC6RTXxOopfCFOiJ6_YQnfYg",,0
